Pavarde Vardas ND1 ND2 ND3 ND4 ND5 Egzaminas
Pavarde1760 Vardas1760 8 3 4 3 1 3
Pavarde1761 Vardas1761 9 6 9 3 8 3
Pavarde1762 Vardas1762 2 8 5 6 10 1
Pavarde1763 Vardas1763 9 9 6 7 6 4
Pavarde1764 Vardas1764 4 5 2 1 7 4
Pavarde1765 Vardas1765 3 10 7 9 2 9
Pavarde1766 Vardas1766 6 10 2 8 5 3
Pavarde1767 Vardas1767 6 7 2 6 8 4
Pavarde1768 Vardas1768 7 3 1 2 2 2
Pavarde1769 Vardas1769 5 6 9 1 5 2
Pavarde1770 Vardas1770 10 7 9 10 8 1
Pavarde1771 Vardas1771 3 1 1 1 8 7
Pavarde1772 Vardas1772 5 8 1 4 9 10
Pavarde1773 Vardas1773 9 6 7 1 6 7
Pavarde1774 Vardas1774 7 6 5 10 2 3
Pavarde1775 Vardas1775 1 6 3 3 4 9
Pavarde1776 Vardas1776 2 7 1 3 1 2
Pavarde1777 Vardas1777 1 7 9 5 2 8
Pavarde1778 Vardas1778 6 6 6 2 5 10
Pavarde1779 Vardas1779 8 8 9 4 2 6
Pavarde1780 Vardas1780 2 7 4 1 4 3
Pavarde1781 Vardas1781 1 1 9 5 7 10
Pavarde1782 Vardas1782 9 8 7 9 9 4
Pavarde1783 Vardas1783 7 7 4 9 5 7
Pavarde1784 Vardas1784 2 9 3 3 7 4
Pavarde1785 Vardas1785 10 5 8 5 2 9
Pavarde1786 Vardas1786 4 3 1 3 3 3
Pavarde1787 Vardas1787 5 3 3 9 2 7
Pavarde1788 Vardas1788 6 7 2 3 5 3
Pavarde1789 Vardas1789 2 3 4 8 9 9
Pavarde1790 Vardas1790 3 5 8 9 7 9
Pavarde1791 Vardas1791 4 6 3 1 5 8
Pavarde1792 Vardas1792 10 10 2 8 2 2
Pavarde1793 Vardas1793 5 2 5 9 2 9
Pavarde1794 Vardas1794 4 2 7 7 1 8
Pavarde1795 Vardas1795 10 8 3 7 9 8
Pavarde1796 Vardas1796 8 9 5 3 10 1
Pavarde1797 Vardas1797 5 9 8 10 6 9
Pavarde1798 Vardas1798 6 9 7 9 10 7
Pavarde1799 Vardas1799 4 2 10 7 9 7
Pavarde1800 Vardas1800 5 4 3 1 3 8
Pavarde1801 Vardas1801 10 7 6 3 2 6
Pavarde1802 Vardas1802 3 2 9 7 8 9
Pavarde1803 Vardas1803 9 2 2 2 7 3
Pavarde1804 Vardas1804 3 2 8 4 10 7
Pavarde1805 Vardas1805 8 8 2 4 6 9
Pavarde1806 Vardas1806 7 1 5 10 6 10
Pavarde1807 Vardas1807 1 3 1 10 6 10
Pavarde1808 Vardas1808 8 7 2 8 7 2
Pavarde1809 Vardas1809 7 6 5 10 2 8
Pavarde1810 Vardas1810 2 8 6 7 2 8
Pavarde1811 Vardas1811 7 2 1 4 6 10
Pavarde1812 Vardas1812 2 3 6 4 9 2
Pavarde1813 Vardas1813 7 9 7 8 2 6
Pavarde1814 Vardas1814 5 3 9 1 7 4
Pavarde1815 Vardas1815 7 9 1 9 8 5
Pavarde1816 Vardas1816 2 10 5 2 1 6
Pavarde1817 Vardas1817 1 8 5 3 10 10
Pavarde1818 Vardas1818 4 4 4 2 9 6
Pavarde1819 Vardas1819 10 4 4 10 10 10
Pavarde1820 Vardas1820 6 6 1 9 8 3
Pavarde1821 Vardas1821 5 6 3 9 4 1
Pavarde1822 Vardas1822 1 9 1 3 5 9
Pavarde1823 Vardas1823 1 2 8 8 10 8
Pavarde1824 Vardas1824 2 10 6 7 2 1
Pavarde1825 Vardas1825 4 9 1 4 6 4
Pavarde1826 Vardas1826 4 1 9 7 9 2
Pavarde1827 Vardas1827 4 4 7 4 4 9
Pavarde1828 Vardas1828 8 9 6 2 5 10
Pavarde1829 Vardas1829 7 6 9 5 8 3
Pavarde1830 Vardas1830 5 5 10 5 1 4
Pavarde1831 Vardas1831 9 6 3 9 10 8
Pavarde1832 Vardas1832 7 2 9 10 6 5
Pavarde1833 Vardas1833 9 8 8 2 5 4
Pavarde1834 Vardas1834 6 2 3 10 9 2
Pavarde1835 Vardas1835 10 4 3 7 8 3
Pavarde1836 Vardas1836 5 8 6 5 6 7
Pavarde1837 Vardas1837 7 5 3 3 7 2
Pavarde1838 Vardas1838 7 9 2 4 3 1
Pavarde1839 Vardas1839 1 10 1 2 5 2
Pavarde1840 Vardas1840 9 8 7 2 9 6
Pavarde1841 Vardas1841 1 5 4 3 5 6
Pavarde1842 Vardas1842 1 8 9 4 9 8
Pavarde1843 Vardas1843 5 5 10 9 8 9
Pavarde1844 Vardas1844 8 2 4 8 4 5
Pavarde1845 Vardas1845 10 7 1 10 5 1
Pavarde1846 Vardas1846 2 4 3 10 6 6
Pavarde1847 Vardas1847 7 9 8 7 10 5
Pavarde1848 Vardas1848 6 3 4 1 8 8
Pavarde1849 Vardas1849 1 10 3 7 4 7
Pavarde1850 Vardas1850 6 7 7 8 9 1
Pavarde1851 Vardas1851 2 6 8 6 6 9
Pavarde1852 Vardas1852 8 7 5 9 2 8
Pavarde1853 Vardas1853 7 3 5 9 4 1
Pavarde1854 Vardas1854 8 8 1 7 5 7
Pavarde1855 Vardas1855 5 10 5 2 10 10
Pavarde1856 Vardas1856 10 8 3 6 8 6
Pavarde1857 Vardas1857 4 10 9 4 8 3
Pavarde1858 Vardas1858 3 9 6 3 4 6
Pavarde1859 Vardas1859 8 7 2 5 8 5
Pavarde1860 Vardas1860 7 1 5 9 2 6
Pavarde1861 Vardas1861 9 7 7 8 1 5
Pavarde1862 Vardas1862 7 4 8 4 3 7
Pavarde1863 Vardas1863 5 7 10 4 9 8
Pavarde1864 Vardas1864 8 4 3 5 1 6
Pavarde1865 Vardas1865 3 7 10 4 7 4
Pavarde1866 Vardas1866 5 10 8 2 9 1
Pavarde1867 Vardas1867 8 7 2 9 9 6
Pavarde1868 Vardas1868 3 7 9 6 3 4
Pavarde1869 Vardas1869 10 5 8 7 3 3
Pavarde1870 Vardas1870 9 8 5 3 8 8
Pavarde1871 Vardas1871 8 10 2 2 3 1
Pavarde1872 Vardas1872 6 8 4 8 6 1
Pavarde1873 Vardas1873 1 1 10 3 8 7
Pavarde1874 Vardas1874 4 8 1 9 5 10
Pavarde1875 Vardas1875 8 10 6 1 2 8
Pavarde1876 Vardas1876 8 2 2 6 2 3
Pavarde1877 Vardas1877 10 6 4 2 5 7
Pavarde1878 Vardas1878 9 5 8 10 7 3
Pavarde1879 Vardas1879 2 5 10 3 2 4
Pavarde1880 Vardas1880 7 10 4 5 10 2
Pavarde1881 Vardas1881 2 3 1 8 2 10
Pavarde1882 Vardas1882 1 10 3 1 3 9
Pavarde1883 Vardas1883 6 3 6 5 3 8
Pavarde1884 Vardas1884 10 6 10 3 10 10
Pavarde1885 Vardas1885 1 7 4 1 7 4
Pavarde1886 Vardas1886 6 2 2 8 9 4
Pavarde1887 Vardas1887 10 2 6 1 4 1
Pavarde1888 Vardas1888 1 3 2 2 10 7
Pavarde1889 Vardas1889 2 10 3 3 3 9
Pavarde1890 Vardas1890 4 4 10 6 8 4
Pavarde1891 Vardas1891 10 10 10 8 7 6
Pavarde1892 Vardas1892 9 6 9 4 1 6
Pavarde1893 Vardas1893 8 7 9 3 2 8
Pavarde1894 Vardas1894 8 9 9 3 3 5
Pavarde1895 Vardas1895 9 9 8 2 7 4
Pavarde1896 Vardas1896 7 4 5 1 3 9
Pavarde1897 Vardas1897 3 4 10 5 5 3
Pavarde1898 Vardas1898 2 8 10 3 10 3
Pavarde1899 Vardas1899 5 5 9 7 4 1
Pavarde1900 Vardas1900 7 10 6 1 3 5
Pavarde1901 Vardas1901 3 8 4 8 6 5
Pavarde1902 Vardas1902 3 4 6 7 3 2
Pavarde1903 Vardas1903 4 10 6 1 8 6
Pavarde1904 Vardas1904 3 10 4 1 9 4
Pavarde1905 Vardas1905 5 1 1 1 3 7
Pavarde1906 Vardas1906 9 9 10 2 7 3
Pavarde1907 Vardas1907 2 4 4 5 5 1
Pavarde1908 Vardas1908 8 6 9 8 5 1
Pavarde1909 Vardas1909 1 8 4 8 4 8
Pavarde1910 Vardas1910 5 3 6 8 7 5
Pavarde1911 Vardas1911 2 8 10 1 3 4
Pavarde1912 Vardas1912 1 10 9 9 5 6
Pavarde1913 Vardas1913 7 9 8 2 2 9
Pavarde1914 Vardas1914 7 8 3 2 7 5
Pavarde1915 Vardas1915 7 4 5 7 3 10
Pavarde1916 Vardas1916 9 8 2 10 7 1
Pavarde1917 Vardas1917 2 7 5 10 10 9
Pavarde1918 Vardas1918 7 9 8 2 9 3
Pavarde1919 Vardas1919 1 6 5 6 9 2
Pavarde1920 Vardas1920 7 9 9 6 10 8
Pavarde1921 Vardas1921 7 9 10 7 8 3
Pavarde1922 Vardas1922 8 6 6 6 2 6
Pavarde1923 Vardas1923 3 6 10 9 2 8
Pavarde1924 Vardas1924 5 9 4 7 8 2
Pavarde1925 Vardas1925 7 4 7 4 7 4
Pavarde1926 Vardas1926 3 10 5 7 9 4
Pavarde1927 Vardas1927 8 4 2 5 7 10
Pavarde1928 Vardas1928 2 2 9 4 10 4
Pavarde1929 Vardas1929 2 2 10 6 1 3
Pavarde1930 Vardas1930 9 2 10 4 5 4
Pavarde1931 Vardas1931 3 9 5 3 2 10
Pavarde1932 Vardas1932 10 2 2 1 8 1
Pavarde1933 Vardas1933 8 3 4 6 2 9
Pavarde1934 Vardas1934 2 4 10 1 2 5
Pavarde1935 Vardas1935 3 3 10 9 9 7
Pavarde1936 Vardas1936 4 2 8 7 6 4
Pavarde1937 Vardas1937 5 9 1 3 2 2
Pavarde1938 Vardas1938 5 10 5 4 3 2
Pavarde1939 Vardas1939 2 1 9 2 6 7
Pavarde1940 Vardas1940 5 8 7 3 3 6
Pavarde1941 Vardas1941 4 2 7 1 2 4
Pavarde1942 Vardas1942 7 3 10 2 2 6
Pavarde1943 Vardas1943 9 1 10 1 2 3
Pavarde1944 Vardas1944 10 6 5 7 9 2
Pavarde1945 Vardas1945 1 9 7 9 8 6
Pavarde1946 Vardas1946 4 3 8 4 10 2
Pavarde1947 Vardas1947 6 1 7 6 10 1
Pavarde1948 Vardas1948 7 3 10 4 10 8
Pavarde1949 Vardas1949 10 6 1 7 6 2
Pavarde1950 Vardas1950 9 7 7 8 6 9
Pavarde1951 Vardas1951 1 2 9 8 8 1
Pavarde1952 Vardas1952 7 7 5 2 4 3
Pavarde1953 Vardas1953 7 1 8 5 8 6
Pavarde1954 Vardas1954 7 6 9 10 5 6
Pavarde1955 Vardas1955 6 3 7 1 1 6
Pavarde1956 Vardas1956 3 6 10 2 7 6
Pavarde1957 Vardas1957 5 1 3 3 9 2
Pavarde1958 Vardas1958 2 6 5 2 10 7
Pavarde1959 Vardas1959 6 7 4 2 3 3
Pavarde1960 Vardas1960 4 7 7 10 5 10
Pavarde1961 Vardas1961 2 10 5 8 7 5
Pavarde1962 Vardas1962 4 6 7 6 3 10
Pavarde1963 Vardas1963 9 10 5 7 10 10
Pavarde1964 Vardas1964 2 2 6 4 1 1
Pavarde1965 Vardas1965 6 3 1 6 2 5
Pavarde1966 Vardas1966 6 9 10 10 2 4
Pavarde1967 Vardas1967 10 8 9 3 5 8
Pavarde1968 Vardas1968 6 7 8 3 7 3
Pavarde1969 Vardas1969 7 5 6 5 4 10
Pavarde1970 Vardas1970 8 5 8 9 8 1
Pavarde1971 Vardas1971 2 3 7 7 7 10
Pavarde1972 Vardas1972 2 9 9 1 6 2
Pavarde1973 Vardas1973 4 6 7 7 6 1
Pavarde1974 Vardas1974 1 9 5 5 2 10
Pavarde1975 Vardas1975 9 9 6 2 6 4
Pavarde1976 Vardas1976 2 8 2 10 1 6
Pavarde1977 Vardas1977 5 7 9 7 7 8
Pavarde1978 Vardas1978 4 3 6 7 2 10
Pavarde1979 Vardas1979 10 7 4 7 8 9
Pavarde1980 Vardas1980 3 6 3 2 3 9
Pavarde1981 Vardas1981 3 4 2 3 2 9
Pavarde1982 Vardas1982 8 5 8 5 2 3
Pavarde1983 Vardas1983 7 10 5 8 2 8
Pavarde1984 Vardas1984 5 9 2 6 4 1
Pavarde1985 Vardas1985 4 10 8 3 3 5
Pavarde1986 Vardas1986 8 7 2 8 8 8
Pavarde1987 Vardas1987 1 3 5 5 4 7
Pavarde1988 Vardas1988 9 9 4 3 1 1
Pavarde1989 Vardas1989 3 9 2 4 5 1
Pavarde1990 Vardas1990 5 8 8 5 4 3
Pavarde1991 Vardas1991 6 5 3 10 8 9
Pavarde1992 Vardas1992 3 5 9 1 1 8
Pavarde1993 Vardas1993 8 4 8 4 2 6
Pavarde1994 Vardas1994 5 3 3 3 6 2
Pavarde1995 Vardas1995 3 6 7 4 4 6
Pavarde1996 Vardas1996 1 7 8 8 7 5
Pavarde1997 Vardas1997 4 4 4 4 3 4
Pavarde1998 Vardas1998 4 9 8 10 1 10
Pavarde1999 Vardas1999 5 1 1 5 7 2
Pavarde2000 Vardas2000 7 7 3 2 4 10
Pavarde2001 Vardas2001 5 3 2 9 3 5
Pavarde2002 Vardas2002 6 10 8 9 9 6
Pavarde2003 Vardas2003 8 10 9 8 7 8
Pavarde2004 Vardas2004 10 7 7 7 9 9
Pavarde2005 Vardas2005 10 2 5 9 5 9
Pavarde2006 Vardas2006 8 9 10 1 6 3
Pavarde2007 Vardas2007 8 6 1 6 3 1
Pavarde2008 Vardas2008 4 4 7 3 9 3
Pavarde2009 Vardas2009 5 6 8 10 1 6
Pavarde2010 Vardas2010 1 3 1 5 1 2
Pavarde2011 Vardas2011 4 5 2 6 3 10
Pavarde2012 Vardas2012 7 4 7 10 5 1
Pavarde2013 Vardas2013 8 8 9 10 8 4
Pavarde2014 Vardas2014 8 10 1 9 9 10
Pavarde2015 Vardas2015 4 7 1 1 3 2
Pavarde2016 Vardas2016 5 7 2 6 2 3
Pavarde2017 Vardas2017 4 8 5 7 6 4
Pavarde2018 Vardas2018 6 10 4 1 10 6
Pavarde2019 Vardas2019 6 2 3 3 10 1
Pavarde2020 Vardas2020 7 5 3 5 8 6
Pavarde2021 Vardas2021 10 1 4 3 5 10
Pavarde2022 Vardas2022 7 1 6 2 7 7
Pavarde2023 Vardas2023 7 4 2 8 7 1
Pavarde2024 Vardas2024 8 5 5 2 8 1
Pavarde2025 Vardas2025 10 5 8 4 3 5
Pavarde2026 Vardas2026 1 3 4 1 1 10
Pavarde2027 Vardas2027 6 3 5 8 7 2
Pavarde2028 Vardas2028 5 10 4 5 2 8
Pavarde2029 Vardas2029 6 2 10 8 3 9
Pavarde2030 Vardas2030 5 1 5 7 2 1
Pavarde2031 Vardas2031 8 10 8 10 1 5
Pavarde2032 Vardas2032 5 3 5 3 6 5
Pavarde2033 Vardas2033 1 5 5 10 1 3
Pavarde2034 Vardas2034 1 6 3 3 3 2
Pavarde2035 Vardas2035 2 6 9 8 2 7
Pavarde2036 Vardas2036 10 1 7 5 2 9
Pavarde2037 Vardas2037 7 2 8 9 8 10
Pavarde2038 Vardas2038 9 10 1 10 10 7
Pavarde2039 Vardas2039 6 4 10 3 8 7
Pavarde2040 Vardas2040 8 6 7 7 9 9
Pavarde2041 Vardas2041 5 9 1 5 10 8
Pavarde2042 Vardas2042 10 6 9 1 1 5
Pavarde2043 Vardas2043 7 2 1 3 10 2
Pavarde2044 Vardas2044 10 8 3 8 4 8
Pavarde2045 Vardas2045 8 5 6 6 8 10
Pavarde2046 Vardas2046 8 9 5 4 6 6
Pavarde2047 Vardas2047 5 9 9 6 7 2
Pavarde2048 Vardas2048 1 10 2 8 3 2
Pavarde2049 Vardas2049 7 8 10 7 8 4
Pavarde2050 Vardas2050 10 1 10 1 10 2
Pavarde2051 Vardas2051 5 3 3 1 3 2
Pavarde2052 Vardas2052 7 8 2 6 8 2
Pavarde2053 Vardas2053 10 10 8 8 7 6
Pavarde2054 Vardas2054 6 8 2 2 8 6
Pavarde2055 Vardas2055 10 4 7 5 2 5
Pavarde2056 Vardas2056 7 10 4 8 5 8
Pavarde2057 Vardas2057 9 7 1 10 2 9
Pavarde2058 Vardas2058 1 10 6 6 9 6
Pavarde2059 Vardas2059 2 2 3 4 7 9
Pavarde2060 Vardas2060 8 8 5 6 9 5
Pavarde2061 Vardas2061 1 2 10 8 1 3
Pavarde2062 Vardas2062 10 9 10 5 8 9
Pavarde2063 Vardas2063 5 3 2 1 6 8
Pavarde2064 Vardas2064 10 9 10 2 6 6
Pavarde2065 Vardas2065 1 3 4 7 5 2
Pavarde2066 Vardas2066 9 7 7 2 10 4
Pavarde2067 Vardas2067 5 2 9 8 5 1
Pavarde2068 Vardas2068 1 5 10 4 8 7
Pavarde2069 Vardas2069 5 7 6 9 7 9
Pavarde2070 Vardas2070 7 10 2 6 1 1
Pavarde2071 Vardas2071 3 3 5 10 4 10
Pavarde2072 Vardas2072 2 3 1 6 1 3
Pavarde2073 Vardas2073 2 7 8 8 4 6
Pavarde2074 Vardas2074 8 8 2 7 8 3
Pavarde2075 Vardas2075 5 9 1 10 9 3
Pavarde2076 Vardas2076 2 2 6 3 6 9
Pavarde2077 Vardas2077 10 5 3 10 10 8
Pavarde2078 Vardas2078 1 2 5 8 6 8
Pavarde2079 Vardas2079 5 5 1 7 5 9
Pavarde2080 Vardas2080 6 1 2 4 2 1
Pavarde2081 Vardas2081 5 10 9 1 10 5
Pavarde2082 Vardas2082 2 2 10 7 9 3
Pavarde2083 Vardas2083 6 7 8 10 6 8
Pavarde2084 Vardas2084 7 7 4 10 1 2
Pavarde2085 Vardas2085 5 1 4 5 3 3
Pavarde2086 Vardas2086 3 10 3 9 8 2
Pavarde2087 Vardas2087 1 8 10 10 7 2
Pavarde2088 Vardas2088 8 5 9 7 7 6
Pavarde2089 Vardas2089 7 4 2 1 2 7
Pavarde2090 Vardas2090 4 5 4 6 1 2
Pavarde2091 Vardas2091 10 8 3 4 5 1
Pavarde2092 Vardas2092 3 2 2 8 6 10
Pavarde2093 Vardas2093 7 10 7 4 10 1
Pavarde2094 Vardas2094 10 3 4 6 3 7
Pavarde2095 Vardas2095 8 10 6 1 8 8
Pavarde2096 Vardas2096 3 9 6 3 8 6
Pavarde2097 Vardas2097 5 3 5 3 5 1
Pavarde2098 Vardas2098 6 3 7 7 10 7
Pavarde2099 Vardas2099 1 7 1 7 4 5
Pavarde2100 Vardas2100 9 2 5 9 9 1
Pavarde2101 Vardas2101 8 5 7 2 8 4
Pavarde2102 Vardas2102 4 10 2 7 3 2
Pavarde2103 Vardas2103 1 5 7 2 7 9
Pavarde2104 Vardas2104 4 8 1 8 3 9
Pavarde2105 Vardas2105 6 5 7 8 1 2
Pavarde2106 Vardas2106 8 9 4 10 7 10
Pavarde2107 Vardas2107 3 1 4 3 5 5
Pavarde2108 Vardas2108 1 9 3 3 1 2
Pavarde2109 Vardas2109 1 7 7 3 3 8
Pavarde2110 Vardas2110 7 10 2 3 5 9
Pavarde2111 Vardas2111 6 6 9 3 8 6
Pavarde2112 Vardas2112 6 7 8 2 3 3
Pavarde2113 Vardas2113 6 5 4 7 5 5
Pavarde2114 Vardas2114 5 5 10 2 9 5
Pavarde2115 Vardas2115 7 1 1 7 2 6
Pavarde2116 Vardas2116 3 1 4 9 6 3
Pavarde2117 Vardas2117 9 10 3 7 5 5
Pavarde2118 Vardas2118 1 2 6 9 5 7
Pavarde2119 Vardas2119 7 8 6 1 7 1
Pavarde2120 Vardas2120 7 6 10 8 3 6
Pavarde2121 Vardas2121 5 7 4 7 2 8
Pavarde2122 Vardas2122 6 4 3 4 3 8
Pavarde2123 Vardas2123 10 1 1 4 7 4
Pavarde2124 Vardas2124 10 6 6 3 7 4
Pavarde2125 Vardas2125 3 10 2 5 7 5
Pavarde2126 Vardas2126 4 7 4 2 1 9
Pavarde2127 Vardas2127 5 4 5 9 4 6
Pavarde2128 Vardas2128 10 5 2 3 10 4
Pavarde2129 Vardas2129 6 3 7 9 2 10
Pavarde2130 Vardas2130 9 3 2 6 3 5
Pavarde2131 Vardas2131 1 6 2 9 8 5
Pavarde2132 Vardas2132 8 7 5 1 4 2
Pavarde2133 Vardas2133 7 5 2 3 2 4
Pavarde2134 Vardas2134 6 7 1 2 5 9
Pavarde2135 Vardas2135 9 3 1 10 4 2
Pavarde2136 Vardas2136 6 7 6 10 4 4
Pavarde2137 Vardas2137 4 9 5 1 6 4
Pavarde2138 Vardas2138 3 5 3 1 2 6
Pavarde2139 Vardas2139 6 1 10 2 8 6
Pavarde2140 Vardas2140 10 8 1 8 5 3
Pavarde2141 Vardas2141 5 5 9 5 10 7
Pavarde2142 Vardas2142 9 8 1 2 5 7
Pavarde2143 Vardas2143 7 2 2 10 1 2
Pavarde2144 Vardas2144 3 5 6 4 3 9
Pavarde2145 Vardas2145 7 6 4 1 3 6
Pavarde2146 Vardas2146 3 6 7 3 9 1
Pavarde2147 Vardas2147 4 6 10 9 7 9
Pavarde2148 Vardas2148 7 10 8 6 1 4
Pavarde2149 Vardas2149 3 9 6 6 9 9
Pavarde2150 Vardas2150 4 6 4 5 2 8
Pavarde2151 Vardas2151 4 5 4 6 9 5
Pavarde2152 Vardas2152 2 10 3 5 6 5
Pavarde2153 Vardas2153 5 1 6 3 8 3
Pavarde2154 Vardas2154 5 6 1 2 2 4
Pavarde2155 Vardas2155 2 7 3 4 6 5
Pavarde2156 Vardas2156 10 10 4 2 3 10
Pavarde2157 Vardas2157 8 6 2 8 10 10
Pavarde2158 Vardas2158 2 8 6 6 7 2
Pavarde2159 Vardas2159 6 2 6 9 8 9
Pavarde2160 Vardas2160 1 5 2 2 1 5
Pavarde2161 Vardas2161 10 6 2 9 5 4
Pavarde2162 Vardas2162 10 6 1 6 8 4
Pavarde2163 Vardas2163 1 6 1 9 1 3
Pavarde2164 Vardas2164 1 7 9 5 2 8
Pavarde2165 Vardas2165 4 2 9 6 5 4
Pavarde2166 Vardas2166 5 6 5 4 1 10
Pavarde2167 Vardas2167 6 4 8 1 1 7
Pavarde2168 Vardas2168 2 2 8 10 8 2
Pavarde2169 Vardas2169 2 2 7 1 6 9
Pavarde2170 Vardas2170 3 2 7 8 7 7
Pavarde2171 Vardas2171 8 9 1 3 2 5
Pavarde2172 Vardas2172 5 10 1 3 8 2
Pavarde2173 Vardas2173 9 6 4 1 2 8
Pavarde2174 Vardas2174 1 8 9 3 6 5
Pavarde2175 Vardas2175 4 8 9 3 1 8
Pavarde2176 Vardas2176 10 2 7 2 10 5
Pavarde2177 Vardas2177 3 2 3 3 4 8
Pavarde2178 Vardas2178 9 1 7 4 5 5
Pavarde2179 Vardas2179 6 4 8 1 8 9
Pavarde2180 Vardas2180 4 1 4 7 10 3
Pavarde2181 Vardas2181 6 6 7 7 7 8
Pavarde2182 Vardas2182 6 2 1 1 3 10
Pavarde2183 Vardas2183 9 9 10 7 2 4
Pavarde2184 Vardas2184 10 3 9 5 5 3
Pavarde2185 Vardas2185 4 2 4 1 10 10
Pavarde2186 Vardas2186 2 5 5 2 2 5
Pavarde2187 Vardas2187 6 6 9 1 9 9
Pavarde2188 Vardas2188 7 10 10 9 1 8
Pavarde2189 Vardas2189 6 2 10 6 9 3
Pavarde2190 Vardas2190 7 7 8 4 4 4
Pavarde2191 Vardas2191 1 7 5 9 7 10
Pavarde2192 Vardas2192 2 5 1 5 3 8
Pavarde2193 Vardas2193 7 3 4 1 9 6
Pavarde2194 Vardas2194 5 5 6 1 3 10
Pavarde2195 Vardas2195 6 6 1 4 7 2
Pavarde2196 Vardas2196 2 9 10 3 7 7
Pavarde2197 Vardas2197 4 3 8 3 10 9
Pavarde2198 Vardas2198 3 6 1 4 2 2
Pavarde2199 Vardas2199 6 6 5 10 1 1
Pavarde2200 Vardas2200 8 2 6 7 6 3
Pavarde2201 Vardas2201 5 7 8 3 10 6
Pavarde2202 Vardas2202 10 4 9 3 8 8
Pavarde2203 Vardas2203 5 1 10 4 10 5
Pavarde2204 Vardas2204 4 5 8 1 2 1
Pavarde2205 Vardas2205 1 10 2 4 8 5
Pavarde2206 Vardas2206 6 7 9 4 1 10
Pavarde2207 Vardas2207 5 4 1 4 9 4
Pavarde2208 Vardas2208 2 3 8 4 5 10
Pavarde2209 Vardas2209 7 8 10 7 8 4
Pavarde2210 Vardas2210 9 8 1 3 7 2
Pavarde2211 Vardas2211 7 4 2 3 6 9
Pavarde2212 Vardas2212 5 3 1 1 6 4
Pavarde2213 Vardas2213 6 5 3 4 3 5
Pavarde2214 Vardas2214 5 7 10 1 6 7
Pavarde2215 Vardas2215 6 10 4 2 4 7
Pavarde2216 Vardas2216 9 8 9 8 3 6
Pavarde2217 Vardas2217 10 9 6 5 8 2
Pavarde2218 Vardas2218 8 1 3 2 2 8
Pavarde2219 Vardas2219 5 4 2 1 7 4
Pavarde2220 Vardas2220 7 10 8 3 6 7
Pavarde2221 Vardas2221 4 5 10 5 1 7
Pavarde2222 Vardas2222 10 7 9 4 6 1
Pavarde2223 Vardas2223 8 2 5 2 9 1
Pavarde2224 Vardas2224 2 9 8 8 4 9
Pavarde2225 Vardas2225 8 10 5 3 9 8
Pavarde2226 Vardas2226 10 5 2 4 4 2
Pavarde2227 Vardas2227 10 5 1 2 1 3
Pavarde2228 Vardas2228 5 3 3 5 3 9
Pavarde2229 Vardas2229 2 2 1 1 7 5
Pavarde2230 Vardas2230 9 10 7 4 3 7
Pavarde2231 Vardas2231 3 10 7 1 4 1
Pavarde2232 Vardas2232 10 10 10 8 6 3
Pavarde2233 Vardas2233 4 9 3 9 6 7
Pavarde2234 Vardas2234 5 9 8 1 8 2
Pavarde2235 Vardas2235 3 6 8 8 2 10
Pavarde2236 Vardas2236 10 6 6 4 5 7
Pavarde2237 Vardas2237 7 3 6 7 4 7
Pavarde2238 Vardas2238 1 6 7 1 5 8
Pavarde2239 Vardas2239 10 9 8 6 6 1
Pavarde2240 Vardas2240 4 4 3 9 8 7
Pavarde2241 Vardas2241 10 3 3 1 7 8
Pavarde2242 Vardas2242 6 1 1 6 8 8
Pavarde2243 Vardas2243 1 7 4 2 5 6
Pavarde2244 Vardas2244 1 1 9 10 5 7
Pavarde2245 Vardas2245 4 1 8 8 3 7
Pavarde2246 Vardas2246 6 2 7 2 6 8
Pavarde2247 Vardas2247 3 10 2 1 9 3
Pavarde2248 Vardas2248 5 8 7 4 8 7
Pavarde2249 Vardas2249 3 10 3 10 4 2
Pavarde2250 Vardas2250 7 6 7 2 9 5
Pavarde2251 Vardas2251 2 2 4 2 8 5
Pavarde2252 Vardas2252 9 6 6 8 1 9
Pavarde2253 Vardas2253 8 3 2 5 2 4
Pavarde2254 Vardas2254 3 2 5 5 1 1
Pavarde2255 Vardas2255 5 8 6 8 8 3
Pavarde2256 Vardas2256 3 4 9 1 9 2
Pavarde2257 Vardas2257 10 8 10 8 2 4
Pavarde2258 Vardas2258 1 9 8 1 9 9
Pavarde2259 Vardas2259 2 6 1 6 2 7
Pavarde2260 Vardas2260 8 4 2 10 2 9
Pavarde2261 Vardas2261 5 1 9 10 6 1
Pavarde2262 Vardas2262 4 5 10 5 10 5
Pavarde2263 Vardas2263 5 10 1 4 3 4
Pavarde2264 Vardas2264 5 7 6 3 2 4
Pavarde2265 Vardas2265 7 5 10 1 6 1
Pavarde2266 Vardas2266 10 6 8 10 8 9
Pavarde2267 Vardas2267 6 4 1 7 3 8
Pavarde2268 Vardas2268 3 10 2 3 6 6
Pavarde2269 Vardas2269 3 1 9 4 5 8
Pavarde2270 Vardas2270 6 1 10 8 7 9
Pavarde2271 Vardas2271 10 1 3 9 4 10
Pavarde2272 Vardas2272 5 6 2 1 4 8
Pavarde2273 Vardas2273 10 4 5 3 1 6
Pavarde2274 Vardas2274 8 9 2 8 2 5
Pavarde2275 Vardas2275 9 9 1 8 10 9
Pavarde2276 Vardas2276 3 1 6 10 6 4
