Pavarde Vardas ND1 ND2 ND3 ND4 ND5 Egzaminas
Pavarde558 Vardas558 9 3 10 7 10 5
Pavarde559 Vardas559 1 3 2 5 5 6
Pavarde560 Vardas560 9 9 9 1 4 1
Pavarde561 Vardas561 10 8 10 3 4 4
Pavarde562 Vardas562 4 9 8 10 1 9
Pavarde563 Vardas563 8 9 10 6 10 5
Pavarde564 Vardas564 8 10 2 2 8 10
Pavarde565 Vardas565 7 4 3 3 3 1
Pavarde566 Vardas566 6 9 3 3 10 4
Pavarde567 Vardas567 5 4 9 6 5 5
Pavarde568 Vardas568 9 8 3 9 9 8
Pavarde569 Vardas569 8 7 6 9 4 4
Pavarde570 Vardas570 3 9 8 1 1 2
Pavarde571 Vardas571 9 9 6 4 4 9
Pavarde572 Vardas572 1 1 2 9 9 5
Pavarde573 Vardas573 6 2 10 7 3 6
Pavarde574 Vardas574 3 1 10 7 7 8
Pavarde575 Vardas575 9 4 5 8 1 4
Pavarde576 Vardas576 8 6 1 2 10 7
Pavarde577 Vardas577 6 1 7 8 9 4
Pavarde578 Vardas578 6 1 10 9 8 3
Pavarde579 Vardas579 3 4 4 1 8 8
Pavarde580 Vardas580 7 9 1 6 9 7
Pavarde581 Vardas581 8 4 4 6 4 4
Pavarde582 Vardas582 5 1 8 9 8 6
Pavarde583 Vardas583 8 10 1 9 10 9
Pavarde584 Vardas584 1 3 9 2 8 7
Pavarde585 Vardas585 2 1 8 2 9 9
Pavarde586 Vardas586 3 3 10 1 5 7
Pavarde587 Vardas587 5 6 4 1 8 5
Pavarde588 Vardas588 2 1 9 5 4 10
Pavarde589 Vardas589 1 3 3 6 8 3
Pavarde590 Vardas590 5 2 4 10 5 8
Pavarde591 Vardas591 7 7 6 6 3 6
Pavarde592 Vardas592 3 7 9 5 2 6
Pavarde593 Vardas593 1 2 7 7 4 4
Pavarde594 Vardas594 7 1 8 7 3 1
Pavarde595 Vardas595 9 10 7 4 6 4
Pavarde596 Vardas596 3 5 8 8 1 6
Pavarde597 Vardas597 3 1 8 6 7 10
Pavarde598 Vardas598 5 9 9 3 6 2
Pavarde599 Vardas599 5 2 1 8 8 6
Pavarde600 Vardas600 9 10 5 5 8 6
Pavarde601 Vardas601 9 6 5 8 3 8
Pavarde602 Vardas602 7 5 9 7 7 10
Pavarde603 Vardas603 6 6 7 8 8 9
Pavarde604 Vardas604 6 10 7 3 2 4
Pavarde605 Vardas605 1 3 8 7 8 7
Pavarde606 Vardas606 2 10 7 8 6 3
Pavarde607 Vardas607 10 9 1 8 1 1
Pavarde608 Vardas608 4 4 7 9 4 3
Pavarde609 Vardas609 9 1 1 10 5 8
Pavarde610 Vardas610 10 9 6 9 10 1
Pavarde611 Vardas611 4 1 5 9 1 5
Pavarde612 Vardas612 1 10 5 6 4 4
Pavarde613 Vardas613 5 8 2 4 5 4
Pavarde614 Vardas614 8 10 8 8 1 1
Pavarde615 Vardas615 7 5 10 1 7 5
Pavarde616 Vardas616 9 3 9 8 1 7
Pavarde617 Vardas617 2 9 3 2 5 7
Pavarde618 Vardas618 2 5 2 5 1 1
Pavarde619 Vardas619 2 4 1 6 7 6
Pavarde620 Vardas620 2 8 6 5 8 7
Pavarde621 Vardas621 9 8 9 2 9 7
Pavarde622 Vardas622 4 9 8 3 3 9
Pavarde623 Vardas623 5 8 7 1 7 5
Pavarde624 Vardas624 10 2 4 8 7 2
Pavarde625 Vardas625 6 8 10 9 2 4
Pavarde626 Vardas626 6 4 2 7 9 4
Pavarde627 Vardas627 7 5 7 6 3 1
Pavarde628 Vardas628 7 3 8 3 4 6
Pavarde629 Vardas629 7 3 7 3 8 2
Pavarde630 Vardas630 5 5 5 5 4 4
Pavarde631 Vardas631 4 1 2 1 4 1
Pavarde632 Vardas632 5 1 7 3 2 6
Pavarde633 Vardas633 10 2 3 10 6 2
Pavarde634 Vardas634 7 3 9 8 10 2
Pavarde635 Vardas635 5 7 7 8 3 4
Pavarde636 Vardas636 6 5 7 8 1 4
Pavarde637 Vardas637 8 8 8 6 8 9
Pavarde638 Vardas638 10 4 7 9 4 8
Pavarde639 Vardas639 10 8 4 1 5 4
Pavarde640 Vardas640 7 1 5 7 1 9
Pavarde641 Vardas641 3 9 5 2 2 1
Pavarde642 Vardas642 9 2 5 7 8 2
Pavarde643 Vardas643 3 2 7 4 2 9
Pavarde644 Vardas644 5 10 5 2 3 7
Pavarde645 Vardas645 9 9 1 2 10 6
Pavarde646 Vardas646 8 1 6 8 7 6
Pavarde647 Vardas647 8 1 3 10 2 9
Pavarde648 Vardas648 4 6 1 10 3 6
Pavarde649 Vardas649 2 8 1 1 6 4
Pavarde650 Vardas650 2 7 8 10 5 3
Pavarde651 Vardas651 1 10 4 4 5 10
Pavarde652 Vardas652 10 5 2 4 8 9
Pavarde653 Vardas653 8 3 5 1 3 10
Pavarde654 Vardas654 9 8 6 9 9 7
Pavarde655 Vardas655 9 9 5 8 7 1
Pavarde656 Vardas656 10 2 6 9 6 3
Pavarde657 Vardas657 4 3 10 5 6 1
Pavarde658 Vardas658 3 5 4 10 9 6
Pavarde659 Vardas659 9 6 4 8 5 6
Pavarde660 Vardas660 4 8 1 5 3 7
Pavarde661 Vardas661 1 10 9 6 4 7
Pavarde662 Vardas662 8 1 2 8 3 2
Pavarde663 Vardas663 4 1 3 7 10 8
Pavarde664 Vardas664 7 8 4 3 10 3
Pavarde665 Vardas665 1 1 8 9 1 9
Pavarde666 Vardas666 2 8 7 3 8 4
Pavarde667 Vardas667 9 5 6 4 9 5
Pavarde668 Vardas668 8 5 5 1 7 10
Pavarde669 Vardas669 6 10 9 9 4 10
Pavarde670 Vardas670 8 10 8 3 2 10
Pavarde671 Vardas671 6 8 2 5 5 6
Pavarde672 Vardas672 8 10 5 9 5 8
Pavarde673 Vardas673 10 1 8 8 8 5
Pavarde674 Vardas674 1 6 8 2 5 8
Pavarde675 Vardas675 5 10 1 3 6 10
Pavarde676 Vardas676 4 7 3 4 8 5
Pavarde677 Vardas677 9 10 6 3 8 4
Pavarde678 Vardas678 9 4 1 9 8 7
Pavarde679 Vardas679 6 4 9 8 2 4
Pavarde680 Vardas680 2 9 9 5 2 9
Pavarde681 Vardas681 6 1 5 1 3 7
Pavarde682 Vardas682 7 10 10 8 7 4
Pavarde683 Vardas683 7 5 4 5 6 1
Pavarde684 Vardas684 4 9 3 5 5 6
Pavarde685 Vardas685 8 2 4 6 1 3
Pavarde686 Vardas686 8 10 7 7 6 3
Pavarde687 Vardas687 10 6 9 8 6 7
Pavarde688 Vardas688 9 7 3 9 3 7
Pavarde689 Vardas689 1 6 5 6 8 8
Pavarde690 Vardas690 6 7 4 2 1 6
Pavarde691 Vardas691 4 9 10 8 1 2
Pavarde692 Vardas692 7 10 7 5 7 6
Pavarde693 Vardas693 6 10 2 5 3 9
Pavarde694 Vardas694 5 3 1 1 4 8
Pavarde695 Vardas695 9 5 9 10 3 8
Pavarde696 Vardas696 5 6 1 4 5 4
Pavarde697 Vardas697 1 9 5 5 9 3
Pavarde698 Vardas698 6 6 6 2 6 4
Pavarde699 Vardas699 8 7 8 3 2 6
Pavarde700 Vardas700 8 3 7 7 9 3
Pavarde701 Vardas701 9 3 4 5 1 8
Pavarde702 Vardas702 10 7 8 5 2 6
Pavarde703 Vardas703 1 3 9 3 10 3
Pavarde704 Vardas704 9 5 1 7 3 7
Pavarde705 Vardas705 2 1 7 3 2 9
Pavarde706 Vardas706 6 10 8 2 1 1
Pavarde707 Vardas707 1 2 1 8 6 5
Pavarde708 Vardas708 4 10 6 7 7 8
Pavarde709 Vardas709 9 5 9 7 3 5
Pavarde710 Vardas710 8 9 8 8 1 3
Pavarde711 Vardas711 4 2 2 10 5 3
Pavarde712 Vardas712 7 3 7 9 3 1
Pavarde713 Vardas713 1 1 7 9 4 3
Pavarde714 Vardas714 5 2 9 6 1 6
Pavarde715 Vardas715 2 4 5 2 8 5
Pavarde716 Vardas716 9 10 4 10 4 2
Pavarde717 Vardas717 5 5 7 5 2 7
Pavarde718 Vardas718 5 10 8 1 7 2
Pavarde719 Vardas719 10 6 10 2 1 2
Pavarde720 Vardas720 9 3 10 7 4 4
Pavarde721 Vardas721 4 2 7 2 3 5
Pavarde722 Vardas722 1 2 9 6 1 1
Pavarde723 Vardas723 9 1 4 7 9 9
Pavarde724 Vardas724 9 8 4 3 10 4
Pavarde725 Vardas725 7 9 2 10 1 2
Pavarde726 Vardas726 3 6 10 2 8 3
Pavarde727 Vardas727 10 1 10 8 2 7
Pavarde728 Vardas728 5 2 8 2 5 7
Pavarde729 Vardas729 9 6 2 9 1 7
Pavarde730 Vardas730 9 1 1 1 9 6
Pavarde731 Vardas731 2 1 10 1 3 9
Pavarde732 Vardas732 8 10 6 10 8 7
Pavarde733 Vardas733 5 8 1 3 2 1
Pavarde734 Vardas734 7 4 7 10 5 7
Pavarde735 Vardas735 1 10 5 1 4 7
Pavarde736 Vardas736 8 4 1 5 2 5
Pavarde737 Vardas737 9 3 3 3 10 3
Pavarde738 Vardas738 7 3 5 8 7 3
Pavarde739 Vardas739 7 1 7 6 10 6
Pavarde740 Vardas740 6 7 4 8 10 8
Pavarde741 Vardas741 2 10 6 10 2 6
Pavarde742 Vardas742 3 4 6 5 4 7
Pavarde743 Vardas743 9 4 1 2 4 9
Pavarde744 Vardas744 9 9 5 9 1 3
Pavarde745 Vardas745 9 1 4 2 3 5
Pavarde746 Vardas746 5 10 2 3 8 7
Pavarde747 Vardas747 4 6 5 7 1 9
Pavarde748 Vardas748 5 2 1 4 6 2
Pavarde749 Vardas749 4 2 9 9 10 4
Pavarde750 Vardas750 8 9 1 9 8 8
Pavarde751 Vardas751 9 1 6 4 2 1
Pavarde752 Vardas752 1 8 5 7 7 5
Pavarde753 Vardas753 4 10 6 7 2 10
Pavarde754 Vardas754 5 4 2 7 2 4
Pavarde755 Vardas755 4 3 4 1 3 1
Pavarde756 Vardas756 7 4 1 5 7 7
Pavarde757 Vardas757 9 1 6 8 3 3
Pavarde758 Vardas758 2 5 10 10 10 3
Pavarde759 Vardas759 10 5 5 1 10 5
Pavarde760 Vardas760 10 4 2 10 4 4
Pavarde761 Vardas761 4 10 2 1 1 4
Pavarde762 Vardas762 7 5 6 2 5 1
Pavarde763 Vardas763 3 1 4 5 9 10
Pavarde764 Vardas764 2 4 5 2 9 2
Pavarde765 Vardas765 5 5 7 3 7 7
Pavarde766 Vardas766 9 8 6 5 2 6
Pavarde767 Vardas767 10 10 6 4 1 2
Pavarde768 Vardas768 9 4 2 5 2 4
Pavarde769 Vardas769 2 5 6 4 5 1
Pavarde770 Vardas770 1 4 6 2 4 3
Pavarde771 Vardas771 3 8 2 7 5 6
Pavarde772 Vardas772 5 3 1 9 3 10
Pavarde773 Vardas773 9 6 1 3 2 2
Pavarde774 Vardas774 10 4 10 7 6 9
Pavarde775 Vardas775 9 7 1 9 9 4
Pavarde776 Vardas776 3 5 5 1 9 7
Pavarde777 Vardas777 6 10 3 10 2 6
Pavarde778 Vardas778 10 1 9 10 8 5
Pavarde779 Vardas779 5 10 4 3 10 3
Pavarde780 Vardas780 10 8 1 7 5 9
Pavarde781 Vardas781 7 9 4 8 8 7
Pavarde782 Vardas782 3 10 9 10 9 5
Pavarde783 Vardas783 9 3 2 5 10 4
Pavarde784 Vardas784 7 9 4 1 10 8
Pavarde785 Vardas785 7 4 9 3 8 9
Pavarde786 Vardas786 9 6 1 3 8 2
Pavarde787 Vardas787 3 3 4 7 1 2
Pavarde788 Vardas788 4 9 2 1 4 9
Pavarde789 Vardas789 1 10 4 7 8 1
Pavarde790 Vardas790 2 2 7 5 1 4
Pavarde791 Vardas791 8 1 3 3 6 1
Pavarde792 Vardas792 6 9 4 7 7 9
Pavarde793 Vardas793 4 8 4 1 6 6
Pavarde794 Vardas794 5 10 6 2 1 10
Pavarde795 Vardas795 4 3 3 5 2 6
Pavarde796 Vardas796 8 7 6 6 6 9
Pavarde797 Vardas797 10 3 7 5 5 2
Pavarde798 Vardas798 1 9 1 8 1 3
Pavarde799 Vardas799 6 2 6 7 9 9
Pavarde800 Vardas800 3 2 9 6 2 7
Pavarde801 Vardas801 1 4 3 6 3 1
Pavarde802 Vardas802 4 1 6 7 2 4
Pavarde803 Vardas803 3 2 6 3 8 1
Pavarde804 Vardas804 7 9 7 2 1 2
Pavarde805 Vardas805 8 9 7 6 2 1
Pavarde806 Vardas806 5 5 8 3 8 7
Pavarde807 Vardas807 4 9 9 9 8 7
Pavarde808 Vardas808 5 2 1 5 7 10
Pavarde809 Vardas809 2 8 3 4 1 6
Pavarde810 Vardas810 4 6 7 1 9 2
Pavarde811 Vardas811 3 10 4 7 9 1
Pavarde812 Vardas812 10 3 2 1 5 1
Pavarde813 Vardas813 4 1 1 5 2 3
Pavarde814 Vardas814 9 2 2 7 2 9
Pavarde815 Vardas815 6 9 1 9 9 4
Pavarde816 Vardas816 7 1 7 8 8 6
Pavarde817 Vardas817 1 5 1 10 5 8
Pavarde818 Vardas818 5 5 2 7 8 10
Pavarde819 Vardas819 5 2 3 2 9 7
Pavarde820 Vardas820 10 9 8 5 10 9
Pavarde821 Vardas821 9 5 9 5 1 2
Pavarde822 Vardas822 2 4 6 3 4 1
Pavarde823 Vardas823 6 8 2 10 5 7
Pavarde824 Vardas824 4 8 10 6 5 10
Pavarde825 Vardas825 9 5 7 2 3 10
Pavarde826 Vardas826 10 2 10 4 4 5
Pavarde827 Vardas827 3 6 6 6 4 5
Pavarde828 Vardas828 1 10 3 8 10 5
Pavarde829 Vardas829 4 4 9 1 2 6
Pavarde830 Vardas830 6 4 1 5 9 7
Pavarde831 Vardas831 7 10 8 3 10 3
Pavarde832 Vardas832 1 4 1 7 5 1
Pavarde833 Vardas833 6 3 10 2 2 2
Pavarde834 Vardas834 3 7 1 2 2 8
Pavarde835 Vardas835 2 10 4 2 1 9
Pavarde836 Vardas836 2 9 3 9 4 1
Pavarde837 Vardas837 2 8 8 4 7 3
Pavarde838 Vardas838 1 6 10 4 10 9
Pavarde839 Vardas839 10 7 10 6 3 10
Pavarde840 Vardas840 3 4 2 4 8 2
Pavarde841 Vardas841 7 6 3 3 4 10
Pavarde842 Vardas842 9 4 5 5 9 9
Pavarde843 Vardas843 6 3 9 8 8 9
Pavarde844 Vardas844 8 3 5 2 9 6
Pavarde845 Vardas845 8 6 5 8 5 2
Pavarde846 Vardas846 7 5 2 5 6 10
Pavarde847 Vardas847 6 9 8 10 5 7
Pavarde848 Vardas848 5 7 1 3 9 5
Pavarde849 Vardas849 6 8 7 3 8 2
Pavarde850 Vardas850 5 3 5 3 5 9
Pavarde851 Vardas851 7 4 8 4 6 6
Pavarde852 Vardas852 8 10 3 3 6 7
Pavarde853 Vardas853 2 4 3 6 3 9
Pavarde854 Vardas854 4 8 8 8 8 3
Pavarde855 Vardas855 5 3 2 3 10 8
Pavarde856 Vardas856 9 8 10 6 3 9
Pavarde857 Vardas857 1 5 6 5 3 9
Pavarde858 Vardas858 5 5 9 3 5 8
Pavarde859 Vardas859 3 9 4 5 3 5
Pavarde860 Vardas860 2 2 7 9 7 4
Pavarde861 Vardas861 2 3 8 5 4 10
Pavarde862 Vardas862 10 1 1 1 3 3
Pavarde863 Vardas863 1 3 5 1 4 4
Pavarde864 Vardas864 2 5 3 9 9 6
Pavarde865 Vardas865 3 6 3 6 1 2
Pavarde866 Vardas866 5 3 3 2 2 1
Pavarde867 Vardas867 7 9 2 9 8 2
Pavarde868 Vardas868 2 4 8 6 7 1
Pavarde869 Vardas869 9 4 3 3 4 7
Pavarde870 Vardas870 5 5 5 10 5 4
Pavarde871 Vardas871 8 9 8 9 10 1
Pavarde872 Vardas872 2 10 7 3 8 4
Pavarde873 Vardas873 10 3 7 6 7 10
Pavarde874 Vardas874 2 7 9 3 1 3
Pavarde875 Vardas875 10 6 9 5 3 9
Pavarde876 Vardas876 1 7 10 10 9 8
Pavarde877 Vardas877 7 6 1 6 5 4
Pavarde878 Vardas878 8 8 7 3 2 8
Pavarde879 Vardas879 3 10 6 5 6 9
Pavarde880 Vardas880 2 2 9 8 6 10
Pavarde881 Vardas881 6 5 10 6 6 7
Pavarde882 Vardas882 3 1 8 1 4 1
Pavarde883 Vardas883 3 7 6 1 10 5
Pavarde884 Vardas884 4 2 8 3 4 10
Pavarde885 Vardas885 9 4 7 6 2 9
Pavarde886 Vardas886 8 1 7 3 10 9
Pavarde887 Vardas887 1 6 5 6 6 9
Pavarde888 Vardas888 4 4 5 7 10 9
Pavarde889 Vardas889 5 2 5 3 10 2
Pavarde890 Vardas890 4 5 6 3 8 6
Pavarde891 Vardas891 6 2 9 9 10 2
Pavarde892 Vardas892 2 5 7 6 10 6
Pavarde893 Vardas893 5 2 4 9 1 1
Pavarde894 Vardas894 3 2 6 3 8 6
Pavarde895 Vardas895 1 6 6 2 2 4
Pavarde896 Vardas896 8 8 4 10 4 3
Pavarde897 Vardas897 7 1 7 1 2 1
Pavarde898 Vardas898 10 7 2 5 9 9
Pavarde899 Vardas899 10 7 9 3 4 2
Pavarde900 Vardas900 8 9 1 9 7 9
Pavarde901 Vardas901 9 3 9 2 9 8
Pavarde902 Vardas902 10 7 4 5 4 5
Pavarde903 Vardas903 9 5 5 10 3 7
Pavarde904 Vardas904 6 4 1 2 8 5
Pavarde905 Vardas905 4 10 1 4 1 2
Pavarde906 Vardas906 7 4 4 4 9 8
Pavarde907 Vardas907 7 6 4 4 3 6
Pavarde908 Vardas908 3 6 9 5 10 1
Pavarde909 Vardas909 7 5 9 6 4 6
Pavarde910 Vardas910 3 3 5 8 2 2
Pavarde911 Vardas911 3 9 5 4 1 2
Pavarde912 Vardas912 8 9 4 6 3 10
Pavarde913 Vardas913 6 2 1 10 7 8
Pavarde914 Vardas914 5 9 9 9 7 7
Pavarde915 Vardas915 8 7 5 5 4 5
Pavarde916 Vardas916 2 3 2 5 6 8
Pavarde917 Vardas917 10 5 10 9 6 1
Pavarde918 Vardas918 8 10 3 7 1 5
Pavarde919 Vardas919 10 1 6 2 4 4
Pavarde920 Vardas920 1 9 1 6 3 4
Pavarde921 Vardas921 3 3 1 6 10 4
Pavarde922 Vardas922 2 10 2 3 8 2
Pavarde923 Vardas923 4 1 5 5 8 7
Pavarde924 Vardas924 2 9 7 7 10 4
Pavarde925 Vardas925 6 4 9 1 9 1
Pavarde926 Vardas926 2 7 3 7 3 10
Pavarde927 Vardas927 3 6 10 1 5 9
Pavarde928 Vardas928 3 1 8 9 7 4
Pavarde929 Vardas929 3 8 5 1 7 1
Pavarde930 Vardas930 8 2 4 5 10 7
Pavarde931 Vardas931 3 4 8 2 7 5
Pavarde932 Vardas932 3 5 10 10 4 7
Pavarde933 Vardas933 3 2 9 3 5 3
Pavarde934 Vardas934 9 4 5 7 2 4
Pavarde935 Vardas935 7 10 5 2 4 9
Pavarde936 Vardas936 7 3 1 9 4 6
Pavarde937 Vardas937 9 4 10 7 10 2
Pavarde938 Vardas938 2 2 5 6 6 6
Pavarde939 Vardas939 3 9 8 6 10 3
Pavarde940 Vardas940 9 1 6 2 6 10
Pavarde941 Vardas941 5 1 8 9 4 8
Pavarde942 Vardas942 9 3 3 10 2 10
Pavarde943 Vardas943 4 7 5 1 4 3
Pavarde944 Vardas944 3 2 7 10 6 1
Pavarde945 Vardas945 4 3 3 4 1 10
Pavarde946 Vardas946 1 5 10 5 5 6
Pavarde947 Vardas947 1 6 2 8 6 2
Pavarde948 Vardas948 8 7 1 7 10 1
Pavarde949 Vardas949 10 9 2 5 2 6
Pavarde950 Vardas950 9 9 6 6 8 8
Pavarde951 Vardas951 7 10 3 6 9 4
Pavarde952 Vardas952 2 2 8 5 1 5
Pavarde953 Vardas953 10 1 1 5 1 4
Pavarde954 Vardas954 7 4 10 3 4 4
Pavarde955 Vardas955 1 3 1 9 1 1
Pavarde956 Vardas956 1 10 4 8 10 6
Pavarde957 Vardas957 8 9 2 10 5 7
Pavarde958 Vardas958 10 8 2 4 8 6
Pavarde959 Vardas959 2 4 9 3 7 3
Pavarde960 Vardas960 1 4 2 7 9 7
Pavarde961 Vardas961 6 3 1 3 6 8
Pavarde962 Vardas962 4 5 1 3 7 10
Pavarde963 Vardas963 5 10 4 10 4 4
Pavarde964 Vardas964 9 2 1 3 7 10
Pavarde965 Vardas965 10 9 4 10 5 3
Pavarde966 Vardas966 5 4 3 2 4 4
Pavarde967 Vardas967 7 3 3 10 1 5
Pavarde968 Vardas968 6 6 8 5 1 10
Pavarde969 Vardas969 2 7 6 1 3 3
Pavarde970 Vardas970 8 4 6 4 6 9
Pavarde971 Vardas971 6 5 2 8 9 1
Pavarde972 Vardas972 2 2 8 9 10 10
Pavarde973 Vardas973 1 3 4 6 5 9
Pavarde974 Vardas974 4 10 6 4 9 2
Pavarde975 Vardas975 4 2 10 9 10 9
Pavarde976 Vardas976 1 2 7 5 8 3
Pavarde977 Vardas977 7 9 8 8 4 4
Pavarde978 Vardas978 10 1 7 9 10 8
Pavarde979 Vardas979 9 6 7 10 2 2
Pavarde980 Vardas980 1 10 1 3 2 2
Pavarde981 Vardas981 5 10 9 8 6 5
Pavarde982 Vardas982 8 9 9 4 9 8
Pavarde983 Vardas983 6 4 8 3 9 1
Pavarde984 Vardas984 5 7 2 9 6 8
Pavarde985 Vardas985 5 6 5 7 6 8
Pavarde986 Vardas986 8 5 10 1 6 9
Pavarde987 Vardas987 7 5 2 8 6 2
Pavarde988 Vardas988 8 7 7 3 8 7
Pavarde989 Vardas989 2 2 1 6 5 9
Pavarde990 Vardas990 3 7 5 8 3 7
Pavarde991 Vardas991 6 5 8 3 3 1
Pavarde992 Vardas992 4 5 4 4 5 6
Pavarde993 Vardas993 5 8 10 2 5 6
Pavarde994 Vardas994 6 8 2 3 10 5
Pavarde995 Vardas995 7 6 5 2 3 1
Pavarde996 Vardas996 7 9 2 3 3 2
Pavarde997 Vardas997 4 6 6 8 9 3
Pavarde998 Vardas998 2 5 4 7 7 10
Pavarde999 Vardas999 7 1 10 9 3 2
Pavarde1000 Vardas1000 6 3 7 10 4 3
