Pavarde Vardas ND1 ND2 ND3 ND4 ND5 Egzaminas
Pavarde6794 Vardas6794 2 2 1 1 9 7
Pavarde6795 Vardas6795 2 5 9 2 7 1
Pavarde6796 Vardas6796 1 8 1 8 2 5
Pavarde6797 Vardas6797 3 1 7 6 7 9
Pavarde6798 Vardas6798 9 4 8 2 2 10
Pavarde6799 Vardas6799 5 4 9 2 10 2
Pavarde6800 Vardas6800 6 5 3 9 6 8
Pavarde6801 Vardas6801 9 4 10 10 8 3
Pavarde6802 Vardas6802 2 5 6 2 2 5
Pavarde6803 Vardas6803 9 9 8 2 6 10
Pavarde6804 Vardas6804 5 2 10 1 4 2
Pavarde6805 Vardas6805 4 1 6 6 9 4
Pavarde6806 Vardas6806 6 3 4 1 4 5
Pavarde6807 Vardas6807 3 5 9 8 5 6
Pavarde6808 Vardas6808 1 4 5 5 3 10
Pavarde6809 Vardas6809 9 6 1 3 4 7
Pavarde6810 Vardas6810 1 9 8 10 6 9
Pavarde6811 Vardas6811 1 10 2 1 4 2
Pavarde6812 Vardas6812 9 8 10 5 3 3
Pavarde6813 Vardas6813 5 4 6 6 5 1
Pavarde6814 Vardas6814 10 10 10 2 8 2
Pavarde6815 Vardas6815 10 9 6 10 10 10
Pavarde6816 Vardas6816 4 2 5 6 5 3
Pavarde6817 Vardas6817 10 4 3 10 2 1
Pavarde6818 Vardas6818 7 9 9 4 4 1
Pavarde6819 Vardas6819 1 9 2 2 6 2
Pavarde6820 Vardas6820 4 1 3 9 10 4
Pavarde6821 Vardas6821 1 3 3 8 2 3
Pavarde6822 Vardas6822 8 8 3 7 7 9
Pavarde6823 Vardas6823 9 9 5 6 7 9
Pavarde6824 Vardas6824 7 7 3 3 2 9
Pavarde6825 Vardas6825 4 9 10 2 8 7
Pavarde6826 Vardas6826 5 2 2 2 5 1
Pavarde6827 Vardas6827 5 4 2 10 1 3
Pavarde6828 Vardas6828 10 5 8 4 1 8
Pavarde6829 Vardas6829 3 10 5 7 8 9
Pavarde6830 Vardas6830 10 1 2 6 10 2
Pavarde6831 Vardas6831 5 7 8 10 2 7
Pavarde6832 Vardas6832 4 3 10 4 4 6
Pavarde6833 Vardas6833 10 10 10 8 6 4
Pavarde6834 Vardas6834 3 10 6 3 6 9
Pavarde6835 Vardas6835 8 10 5 3 2 1
Pavarde6836 Vardas6836 1 6 1 10 7 2
Pavarde6837 Vardas6837 2 4 10 10 7 3
Pavarde6838 Vardas6838 3 4 9 3 2 8
Pavarde6839 Vardas6839 4 4 7 5 6 3
Pavarde6840 Vardas6840 1 5 8 6 6 2
Pavarde6841 Vardas6841 9 10 10 7 8 6
Pavarde6842 Vardas6842 2 1 9 7 4 4
Pavarde6843 Vardas6843 9 10 5 7 8 5
Pavarde6844 Vardas6844 4 5 5 4 7 4
Pavarde6845 Vardas6845 6 3 6 9 2 2
Pavarde6846 Vardas6846 8 5 2 9 2 6
Pavarde6847 Vardas6847 3 2 5 10 4 10
Pavarde6848 Vardas6848 4 9 8 2 3 10
Pavarde6849 Vardas6849 4 8 6 6 2 5
Pavarde6850 Vardas6850 1 1 8 4 7 6
Pavarde6851 Vardas6851 7 8 2 10 5 5
Pavarde6852 Vardas6852 3 1 4 1 3 8
Pavarde6853 Vardas6853 10 9 7 7 3 4
Pavarde6854 Vardas6854 5 8 7 9 8 9
Pavarde6855 Vardas6855 10 7 2 1 6 8
Pavarde6856 Vardas6856 10 3 1 2 6 10
Pavarde6857 Vardas6857 4 1 1 7 6 3
Pavarde6858 Vardas6858 6 7 3 5 7 9
Pavarde6859 Vardas6859 3 1 3 7 3 7
Pavarde6860 Vardas6860 8 3 7 6 4 1
Pavarde6861 Vardas6861 9 1 2 9 3 5
Pavarde6862 Vardas6862 10 10 6 10 1 2
Pavarde6863 Vardas6863 6 6 4 1 9 10
Pavarde6864 Vardas6864 1 7 3 7 2 6
Pavarde6865 Vardas6865 2 3 7 4 10 8
Pavarde6866 Vardas6866 9 3 8 5 6 8
Pavarde6867 Vardas6867 1 10 5 3 5 8
Pavarde6868 Vardas6868 6 3 3 7 9 6
Pavarde6869 Vardas6869 9 6 7 10 3 2
Pavarde6870 Vardas6870 5 5 5 8 4 7
Pavarde6871 Vardas6871 7 5 4 2 5 5
Pavarde6872 Vardas6872 7 8 2 6 8 6
Pavarde6873 Vardas6873 8 9 8 3 6 9
Pavarde6874 Vardas6874 8 6 4 3 2 10
Pavarde6875 Vardas6875 9 8 8 10 1 6
Pavarde6876 Vardas6876 7 9 4 5 2 9
Pavarde6877 Vardas6877 7 1 1 10 9 8
Pavarde6878 Vardas6878 5 5 1 3 8 3
Pavarde6879 Vardas6879 3 10 10 4 9 9
Pavarde6880 Vardas6880 9 4 7 4 1 7
Pavarde6881 Vardas6881 3 9 6 5 1 7
Pavarde6882 Vardas6882 9 6 2 7 9 5
Pavarde6883 Vardas6883 5 5 10 2 4 6
Pavarde6884 Vardas6884 6 3 2 1 6 5
Pavarde6885 Vardas6885 2 2 3 8 5 3
Pavarde6886 Vardas6886 8 8 1 2 6 1
Pavarde6887 Vardas6887 2 6 8 5 2 7
Pavarde6888 Vardas6888 5 8 2 7 2 6
Pavarde6889 Vardas6889 5 8 3 4 6 8
Pavarde6890 Vardas6890 7 5 1 6 5 5
Pavarde6891 Vardas6891 10 5 6 8 2 3
Pavarde6892 Vardas6892 3 10 3 10 10 7
Pavarde6893 Vardas6893 7 9 6 10 4 4
Pavarde6894 Vardas6894 5 2 9 9 2 7
Pavarde6895 Vardas6895 8 6 9 1 5 2
Pavarde6896 Vardas6896 10 6 10 7 10 6
Pavarde6897 Vardas6897 9 2 7 3 3 5
Pavarde6898 Vardas6898 3 9 6 7 9 5
Pavarde6899 Vardas6899 1 8 2 1 9 2
Pavarde6900 Vardas6900 4 2 2 7 2 9
Pavarde6901 Vardas6901 3 3 10 6 2 9
Pavarde6902 Vardas6902 7 9 6 5 8 8
Pavarde6903 Vardas6903 6 2 7 4 2 4
Pavarde6904 Vardas6904 9 8 1 2 7 6
Pavarde6905 Vardas6905 7 9 4 10 2 1
Pavarde6906 Vardas6906 5 4 10 7 1 5
Pavarde6907 Vardas6907 4 4 5 4 6 7
Pavarde6908 Vardas6908 4 8 10 4 3 3
Pavarde6909 Vardas6909 9 5 3 6 5 1
Pavarde6910 Vardas6910 10 9 4 7 5 5
Pavarde6911 Vardas6911 7 6 9 1 8 4
Pavarde6912 Vardas6912 4 4 10 3 2 10
Pavarde6913 Vardas6913 2 6 1 3 1 1
Pavarde6914 Vardas6914 7 8 3 9 7 2
Pavarde6915 Vardas6915 1 5 3 3 8 9
Pavarde6916 Vardas6916 3 4 1 8 4 5
Pavarde6917 Vardas6917 9 8 2 8 5 6
Pavarde6918 Vardas6918 3 7 3 2 1 9
Pavarde6919 Vardas6919 10 9 4 3 7 7
Pavarde6920 Vardas6920 7 8 5 1 7 3
Pavarde6921 Vardas6921 6 10 2 6 6 7
Pavarde6922 Vardas6922 1 7 9 2 2 2
Pavarde6923 Vardas6923 8 2 7 5 8 3
Pavarde6924 Vardas6924 9 7 3 9 3 9
Pavarde6925 Vardas6925 3 5 6 7 9 4
Pavarde6926 Vardas6926 10 4 2 6 2 8
Pavarde6927 Vardas6927 2 7 6 8 9 4
Pavarde6928 Vardas6928 1 9 10 5 2 9
Pavarde6929 Vardas6929 9 10 3 3 10 1
Pavarde6930 Vardas6930 8 9 9 3 4 5
Pavarde6931 Vardas6931 5 1 1 2 9 1
Pavarde6932 Vardas6932 1 8 6 6 6 4
Pavarde6933 Vardas6933 6 1 3 4 8 7
Pavarde6934 Vardas6934 1 9 4 3 2 9
Pavarde6935 Vardas6935 8 5 5 6 8 5
Pavarde6936 Vardas6936 8 9 1 5 9 9
Pavarde6937 Vardas6937 6 10 10 8 5 8
Pavarde6938 Vardas6938 6 8 10 7 4 1
Pavarde6939 Vardas6939 2 6 4 5 7 8
Pavarde6940 Vardas6940 3 10 1 5 10 5
Pavarde6941 Vardas6941 7 4 4 2 8 9
Pavarde6942 Vardas6942 6 8 2 7 2 9
Pavarde6943 Vardas6943 3 6 3 8 10 4
Pavarde6944 Vardas6944 7 7 2 7 8 7
Pavarde6945 Vardas6945 9 9 8 10 1 5
Pavarde6946 Vardas6946 10 10 7 1 1 6
Pavarde6947 Vardas6947 5 3 4 8 5 4
Pavarde6948 Vardas6948 8 3 3 1 7 6
Pavarde6949 Vardas6949 9 4 9 1 4 3
Pavarde6950 Vardas6950 1 7 1 8 1 3
Pavarde6951 Vardas6951 10 2 1 1 8 4
Pavarde6952 Vardas6952 6 9 1 1 10 5
Pavarde6953 Vardas6953 1 1 6 4 6 6
Pavarde6954 Vardas6954 10 1 7 10 6 1
Pavarde6955 Vardas6955 10 1 8 9 6 6
Pavarde6956 Vardas6956 3 10 1 8 2 10
Pavarde6957 Vardas6957 6 2 7 7 1 4
Pavarde6958 Vardas6958 1 8 6 5 10 8
Pavarde6959 Vardas6959 3 8 8 1 9 9
Pavarde6960 Vardas6960 9 6 8 8 10 9
Pavarde6961 Vardas6961 8 7 1 6 1 7
Pavarde6962 Vardas6962 9 1 6 9 6 9
Pavarde6963 Vardas6963 2 1 3 4 7 9
Pavarde6964 Vardas6964 9 9 2 5 6 9
Pavarde6965 Vardas6965 5 10 4 1 4 8
Pavarde6966 Vardas6966 3 7 2 7 10 5
Pavarde6967 Vardas6967 7 9 4 9 8 10
Pavarde6968 Vardas6968 10 5 6 4 7 6
Pavarde6969 Vardas6969 8 7 8 7 5 8
Pavarde6970 Vardas6970 8 4 3 1 5 1
Pavarde6971 Vardas6971 7 5 10 1 4 4
Pavarde6972 Vardas6972 8 7 10 1 7 10
Pavarde6973 Vardas6973 5 10 7 2 9 3
Pavarde6974 Vardas6974 7 6 4 10 2 5
Pavarde6975 Vardas6975 3 6 8 8 9 4
Pavarde6976 Vardas6976 6 6 7 8 3 6
Pavarde6977 Vardas6977 9 10 6 8 4 6
Pavarde6978 Vardas6978 1 8 6 10 4 10
Pavarde6979 Vardas6979 10 9 1 7 9 8
Pavarde6980 Vardas6980 8 2 8 4 3 1
Pavarde6981 Vardas6981 6 5 9 1 5 7
Pavarde6982 Vardas6982 2 8 3 6 10 10
Pavarde6983 Vardas6983 3 1 7 7 7 2
Pavarde6984 Vardas6984 9 10 7 7 3 2
Pavarde6985 Vardas6985 2 4 10 3 4 2
Pavarde6986 Vardas6986 10 2 7 8 4 9
Pavarde6987 Vardas6987 9 9 1 7 5 10
Pavarde6988 Vardas6988 3 7 4 9 10 9
Pavarde6989 Vardas6989 8 3 7 9 5 2
Pavarde6990 Vardas6990 2 3 3 10 9 4
Pavarde6991 Vardas6991 3 9 5 10 4 2
Pavarde6992 Vardas6992 1 4 4 9 7 8
Pavarde6993 Vardas6993 9 4 3 8 9 9
Pavarde6994 Vardas6994 4 5 1 1 5 4
Pavarde6995 Vardas6995 5 8 3 2 3 7
Pavarde6996 Vardas6996 4 10 10 2 1 6
Pavarde6997 Vardas6997 7 10 5 8 5 5
Pavarde6998 Vardas6998 5 7 10 5 8 7
Pavarde6999 Vardas6999 8 7 8 10 8 6
Pavarde7000 Vardas7000 1 7 8 7 6 1
Pavarde7001 Vardas7001 7 3 7 2 8 6
Pavarde7002 Vardas7002 10 3 1 5 7 5
Pavarde7003 Vardas7003 8 6 5 5 1 2
Pavarde7004 Vardas7004 3 10 9 8 10 8
Pavarde7005 Vardas7005 7 2 6 6 2 5
Pavarde7006 Vardas7006 3 4 7 4 10 7
Pavarde7007 Vardas7007 5 4 3 7 5 5
Pavarde7008 Vardas7008 10 7 3 3 3 3
Pavarde7009 Vardas7009 4 1 5 7 1 4
Pavarde7010 Vardas7010 9 4 8 2 6 6
Pavarde7011 Vardas7011 10 5 8 8 7 7
Pavarde7012 Vardas7012 8 4 4 7 4 4
Pavarde7013 Vardas7013 10 8 1 6 3 8
Pavarde7014 Vardas7014 8 1 5 9 1 1
Pavarde7015 Vardas7015 2 9 1 7 1 1
Pavarde7016 Vardas7016 5 4 7 8 8 5
Pavarde7017 Vardas7017 5 2 8 3 8 5
Pavarde7018 Vardas7018 3 6 4 5 8 4
Pavarde7019 Vardas7019 9 9 10 1 10 7
Pavarde7020 Vardas7020 1 3 3 9 4 2
Pavarde7021 Vardas7021 1 5 10 8 10 7
Pavarde7022 Vardas7022 3 10 4 6 3 1
Pavarde7023 Vardas7023 8 3 3 3 9 5
Pavarde7024 Vardas7024 9 6 4 2 8 8
Pavarde7025 Vardas7025 2 5 6 1 1 10
Pavarde7026 Vardas7026 5 1 5 3 2 8
Pavarde7027 Vardas7027 8 1 7 8 3 1
Pavarde7028 Vardas7028 9 10 6 9 2 8
Pavarde7029 Vardas7029 2 8 4 5 6 6
Pavarde7030 Vardas7030 8 7 2 6 6 10
Pavarde7031 Vardas7031 7 7 8 2 8 9
Pavarde7032 Vardas7032 1 9 4 9 2 5
Pavarde7033 Vardas7033 9 2 7 10 5 9
Pavarde7034 Vardas7034 3 5 5 7 2 6
Pavarde7035 Vardas7035 5 5 7 10 4 3
Pavarde7036 Vardas7036 2 3 10 6 7 1
Pavarde7037 Vardas7037 6 7 5 2 4 7
Pavarde7038 Vardas7038 6 6 4 1 4 8
Pavarde7039 Vardas7039 4 8 7 8 5 4
Pavarde7040 Vardas7040 2 5 3 1 8 5
Pavarde7041 Vardas7041 7 2 6 9 9 4
Pavarde7042 Vardas7042 6 2 7 8 6 10
Pavarde7043 Vardas7043 7 6 8 4 8 10
Pavarde7044 Vardas7044 2 8 1 6 6 1
Pavarde7045 Vardas7045 9 10 5 5 2 9
Pavarde7046 Vardas7046 9 9 8 8 9 5
Pavarde7047 Vardas7047 8 3 1 6 10 4
Pavarde7048 Vardas7048 9 9 4 8 9 4
Pavarde7049 Vardas7049 8 10 4 5 10 8
Pavarde7050 Vardas7050 3 6 7 7 2 3
Pavarde7051 Vardas7051 5 2 1 9 4 10
Pavarde7052 Vardas7052 2 2 9 3 6 8
Pavarde7053 Vardas7053 6 1 6 8 5 5
Pavarde7054 Vardas7054 8 9 5 10 2 3
Pavarde7055 Vardas7055 4 9 10 1 2 8
Pavarde7056 Vardas7056 8 1 10 10 3 8
Pavarde7057 Vardas7057 7 3 3 4 6 10
Pavarde7058 Vardas7058 3 1 9 7 1 3
Pavarde7059 Vardas7059 3 7 2 5 8 8
Pavarde7060 Vardas7060 2 5 3 4 4 6
Pavarde7061 Vardas7061 2 5 9 7 1 5
Pavarde7062 Vardas7062 2 5 8 2 7 1
Pavarde7063 Vardas7063 7 4 4 10 4 10
Pavarde7064 Vardas7064 10 5 6 5 2 8
Pavarde7065 Vardas7065 6 1 6 10 9 2
Pavarde7066 Vardas7066 3 9 3 8 6 8
Pavarde7067 Vardas7067 10 6 9 6 5 5
Pavarde7068 Vardas7068 5 4 4 7 1 7
Pavarde7069 Vardas7069 10 10 6 9 6 1
Pavarde7070 Vardas7070 6 6 10 7 4 2
Pavarde7071 Vardas7071 4 2 10 10 4 4
Pavarde7072 Vardas7072 10 6 10 8 1 7
Pavarde7073 Vardas7073 3 2 8 9 9 6
Pavarde7074 Vardas7074 6 10 6 10 2 4
Pavarde7075 Vardas7075 2 10 10 5 2 10
Pavarde7076 Vardas7076 3 10 8 1 1 7
Pavarde7077 Vardas7077 2 1 1 8 2 3
Pavarde7078 Vardas7078 1 10 2 2 4 4
Pavarde7079 Vardas7079 3 1 7 8 6 3
Pavarde7080 Vardas7080 2 3 5 6 6 9
Pavarde7081 Vardas7081 7 2 3 7 8 8
Pavarde7082 Vardas7082 2 6 7 8 5 9
Pavarde7083 Vardas7083 10 8 4 6 10 6
Pavarde7084 Vardas7084 10 7 10 6 4 2
Pavarde7085 Vardas7085 4 9 4 2 8 5
Pavarde7086 Vardas7086 1 5 9 2 10 7
Pavarde7087 Vardas7087 5 7 2 1 7 10
Pavarde7088 Vardas7088 1 8 7 3 10 3
Pavarde7089 Vardas7089 4 2 7 6 4 9
Pavarde7090 Vardas7090 6 1 1 10 1 2
Pavarde7091 Vardas7091 2 6 4 5 6 2
Pavarde7092 Vardas7092 9 2 8 7 4 2
Pavarde7093 Vardas7093 1 5 7 7 4 10
Pavarde7094 Vardas7094 9 6 7 5 1 2
Pavarde7095 Vardas7095 8 10 5 9 9 10
Pavarde7096 Vardas7096 10 1 7 3 2 4
Pavarde7097 Vardas7097 9 3 6 9 9 9
Pavarde7098 Vardas7098 8 7 9 9 3 10
Pavarde7099 Vardas7099 10 5 10 3 9 3
Pavarde7100 Vardas7100 9 6 3 6 9 4
Pavarde7101 Vardas7101 3 3 2 1 6 7
Pavarde7102 Vardas7102 5 1 9 10 2 8
Pavarde7103 Vardas7103 5 4 6 7 5 9
Pavarde7104 Vardas7104 6 8 8 1 4 6
Pavarde7105 Vardas7105 10 3 9 10 7 9
Pavarde7106 Vardas7106 6 6 6 6 1 1
Pavarde7107 Vardas7107 7 2 6 1 9 6
Pavarde7108 Vardas7108 3 10 1 6 3 4
Pavarde7109 Vardas7109 8 2 9 1 5 2
Pavarde7110 Vardas7110 6 9 5 4 7 5
Pavarde7111 Vardas7111 7 9 5 7 4 1
Pavarde7112 Vardas7112 4 9 8 8 9 3
Pavarde7113 Vardas7113 3 4 2 4 1 10
Pavarde7114 Vardas7114 6 10 4 2 7 5
Pavarde7115 Vardas7115 8 3 3 4 8 7
Pavarde7116 Vardas7116 9 6 9 5 7 8
Pavarde7117 Vardas7117 1 4 6 9 9 4
Pavarde7118 Vardas7118 2 2 2 10 1 1
Pavarde7119 Vardas7119 9 5 3 10 1 2
Pavarde7120 Vardas7120 3 9 7 8 3 1
Pavarde7121 Vardas7121 8 6 8 9 5 4
Pavarde7122 Vardas7122 8 1 4 10 4 7
Pavarde7123 Vardas7123 1 6 10 9 10 4
Pavarde7124 Vardas7124 1 4 10 9 3 3
Pavarde7125 Vardas7125 5 7 7 8 5 7
Pavarde7126 Vardas7126 1 7 1 10 4 9
Pavarde7127 Vardas7127 3 2 7 3 5 1
Pavarde7128 Vardas7128 10 8 6 10 10 6
Pavarde7129 Vardas7129 5 1 3 10 1 9
Pavarde7130 Vardas7130 3 2 10 9 8 1
Pavarde7131 Vardas7131 5 6 6 9 7 4
Pavarde7132 Vardas7132 1 7 5 2 1 1
Pavarde7133 Vardas7133 6 5 3 3 7 8
Pavarde7134 Vardas7134 1 2 10 2 9 2
Pavarde7135 Vardas7135 8 7 2 4 2 10
Pavarde7136 Vardas7136 3 3 10 10 1 5
Pavarde7137 Vardas7137 1 7 8 6 5 2
Pavarde7138 Vardas7138 9 9 4 4 8 3
Pavarde7139 Vardas7139 9 7 1 5 2 10
Pavarde7140 Vardas7140 4 2 5 1 2 5
Pavarde7141 Vardas7141 9 9 9 9 3 7
Pavarde7142 Vardas7142 1 3 5 8 1 1
Pavarde7143 Vardas7143 8 4 4 9 9 8
Pavarde7144 Vardas7144 2 6 1 8 9 8
Pavarde7145 Vardas7145 4 4 4 8 2 3
Pavarde7146 Vardas7146 7 3 10 1 4 3
Pavarde7147 Vardas7147 5 7 5 4 4 2
Pavarde7148 Vardas7148 10 5 3 6 6 1
Pavarde7149 Vardas7149 7 9 7 10 7 9
Pavarde7150 Vardas7150 8 1 7 7 7 1
Pavarde7151 Vardas7151 5 7 10 7 6 4
Pavarde7152 Vardas7152 3 6 1 7 9 7
Pavarde7153 Vardas7153 4 5 8 7 6 8
Pavarde7154 Vardas7154 4 2 2 10 3 6
Pavarde7155 Vardas7155 3 7 6 5 9 4
Pavarde7156 Vardas7156 5 5 3 2 3 5
Pavarde7157 Vardas7157 10 3 7 8 5 8
Pavarde7158 Vardas7158 7 8 4 6 5 6
Pavarde7159 Vardas7159 8 6 2 3 8 4
Pavarde7160 Vardas7160 7 3 5 5 6 3
Pavarde7161 Vardas7161 8 3 8 5 7 4
Pavarde7162 Vardas7162 9 7 6 6 7 3
Pavarde7163 Vardas7163 6 9 1 8 2 2
Pavarde7164 Vardas7164 5 2 1 1 2 7
Pavarde7165 Vardas7165 10 8 9 5 8 2
Pavarde7166 Vardas7166 9 3 1 6 8 4
Pavarde7167 Vardas7167 1 6 6 6 8 6
Pavarde7168 Vardas7168 7 6 6 9 8 9
Pavarde7169 Vardas7169 9 10 2 4 6 8
Pavarde7170 Vardas7170 9 10 10 1 7 1
Pavarde7171 Vardas7171 10 6 4 2 3 8
Pavarde7172 Vardas7172 9 6 3 10 1 4
Pavarde7173 Vardas7173 5 6 9 9 7 7
Pavarde7174 Vardas7174 8 10 5 2 9 5
Pavarde7175 Vardas7175 9 2 6 5 4 2
Pavarde7176 Vardas7176 10 9 10 6 4 9
Pavarde7177 Vardas7177 1 7 10 8 1 1
Pavarde7178 Vardas7178 4 7 3 9 4 4
Pavarde7179 Vardas7179 8 7 7 1 9 8
Pavarde7180 Vardas7180 10 10 8 2 2 8
Pavarde7181 Vardas7181 1 4 10 4 3 8
Pavarde7182 Vardas7182 7 6 3 9 6 5
Pavarde7183 Vardas7183 8 9 3 1 7 2
Pavarde7184 Vardas7184 3 2 10 3 6 1
Pavarde7185 Vardas7185 10 4 1 7 4 1
Pavarde7186 Vardas7186 5 7 4 6 10 6
Pavarde7187 Vardas7187 7 4 6 3 10 3
Pavarde7188 Vardas7188 8 9 2 1 8 10
Pavarde7189 Vardas7189 9 9 5 6 5 4
Pavarde7190 Vardas7190 8 8 5 10 10 2
Pavarde7191 Vardas7191 4 5 6 7 4 5
Pavarde7192 Vardas7192 2 1 8 5 9 8
Pavarde7193 Vardas7193 8 3 8 8 3 2
Pavarde7194 Vardas7194 8 3 3 2 7 1
Pavarde7195 Vardas7195 1 5 3 7 3 8
Pavarde7196 Vardas7196 5 10 5 6 4 2
Pavarde7197 Vardas7197 7 3 5 4 9 4
Pavarde7198 Vardas7198 10 7 1 2 7 3
Pavarde7199 Vardas7199 7 5 5 7 6 4
Pavarde7200 Vardas7200 6 6 7 8 3 4
Pavarde7201 Vardas7201 9 9 8 5 3 7
Pavarde7202 Vardas7202 2 5 7 4 4 7
Pavarde7203 Vardas7203 3 4 10 1 8 10
Pavarde7204 Vardas7204 5 5 1 10 8 8
Pavarde7205 Vardas7205 6 1 6 1 1 2
Pavarde7206 Vardas7206 5 7 9 6 8 2
Pavarde7207 Vardas7207 5 6 1 4 9 9
Pavarde7208 Vardas7208 8 2 4 1 3 3
Pavarde7209 Vardas7209 1 3 5 5 7 10
Pavarde7210 Vardas7210 1 6 2 10 10 5
Pavarde7211 Vardas7211 8 10 2 4 5 10
Pavarde7212 Vardas7212 2 10 4 7 3 10
Pavarde7213 Vardas7213 7 8 6 10 4 8
Pavarde7214 Vardas7214 8 1 1 5 8 6
Pavarde7215 Vardas7215 2 5 3 1 9 6
Pavarde7216 Vardas7216 6 1 9 8 6 2
Pavarde7217 Vardas7217 5 1 6 10 3 2
Pavarde7218 Vardas7218 9 7 10 1 8 2
Pavarde7219 Vardas7219 5 3 3 4 1 2
Pavarde7220 Vardas7220 4 9 1 9 8 9
Pavarde7221 Vardas7221 6 5 10 3 3 8
Pavarde7222 Vardas7222 6 1 3 9 8 2
Pavarde7223 Vardas7223 10 5 7 9 10 10
Pavarde7224 Vardas7224 1 5 3 9 7 10
Pavarde7225 Vardas7225 9 10 2 3 5 8
Pavarde7226 Vardas7226 7 10 9 7 3 8
Pavarde7227 Vardas7227 5 8 8 7 10 1
Pavarde7228 Vardas7228 8 9 2 4 8 10
Pavarde7229 Vardas7229 6 1 10 1 2 9
Pavarde7230 Vardas7230 3 6 4 3 2 7
Pavarde7231 Vardas7231 1 8 9 6 5 6
Pavarde7232 Vardas7232 9 8 9 4 7 8
Pavarde7233 Vardas7233 1 7 1 7 9 8
Pavarde7234 Vardas7234 6 10 3 7 9 6
Pavarde7235 Vardas7235 4 10 9 1 8 2
Pavarde7236 Vardas7236 6 1 8 5 6 9
Pavarde7237 Vardas7237 1 9 8 6 8 9
Pavarde7238 Vardas7238 7 7 9 5 6 7
Pavarde7239 Vardas7239 2 3 2 8 6 4
Pavarde7240 Vardas7240 8 9 6 6 9 5
Pavarde7241 Vardas7241 6 3 5 9 4 10
Pavarde7242 Vardas7242 4 10 6 9 9 1
Pavarde7243 Vardas7243 7 10 3 4 4 10
Pavarde7244 Vardas7244 9 10 7 5 7 6
Pavarde7245 Vardas7245 10 7 8 9 7 1
Pavarde7246 Vardas7246 4 8 4 9 4 4
Pavarde7247 Vardas7247 10 8 4 10 8 1
Pavarde7248 Vardas7248 10 5 10 3 10 4
Pavarde7249 Vardas7249 7 2 9 1 6 5
Pavarde7250 Vardas7250 4 3 9 2 2 4
Pavarde7251 Vardas7251 5 7 7 9 8 5
Pavarde7252 Vardas7252 8 9 2 6 6 5
Pavarde7253 Vardas7253 10 8 10 7 4 1
Pavarde7254 Vardas7254 8 1 9 7 4 1
Pavarde7255 Vardas7255 2 4 5 8 8 5
Pavarde7256 Vardas7256 4 9 5 7 4 5
Pavarde7257 Vardas7257 8 1 9 4 7 10
Pavarde7258 Vardas7258 4 8 9 1 5 10
Pavarde7259 Vardas7259 10 3 3 1 9 1
Pavarde7260 Vardas7260 10 5 5 8 7 9
Pavarde7261 Vardas7261 10 10 3 1 7 4
Pavarde7262 Vardas7262 5 8 3 10 3 5
Pavarde7263 Vardas7263 2 4 1 10 1 4
Pavarde7264 Vardas7264 4 1 3 2 4 9
Pavarde7265 Vardas7265 8 2 3 1 9 3
Pavarde7266 Vardas7266 5 7 7 4 6 7
Pavarde7267 Vardas7267 2 8 10 2 8 5
Pavarde7268 Vardas7268 1 1 3 3 10 6
Pavarde7269 Vardas7269 1 9 1 2 1 8
Pavarde7270 Vardas7270 2 8 10 9 8 8
Pavarde7271 Vardas7271 6 3 1 1 4 8
Pavarde7272 Vardas7272 4 8 5 3 5 9
Pavarde7273 Vardas7273 7 10 5 5 5 8
Pavarde7274 Vardas7274 6 10 10 4 1 4
Pavarde7275 Vardas7275 2 8 8 8 6 9
Pavarde7276 Vardas7276 3 1 6 6 6 8
Pavarde7277 Vardas7277 5 6 7 10 7 8
Pavarde7278 Vardas7278 3 6 3 2 2 4
Pavarde7279 Vardas7279 8 8 6 5 5 8
Pavarde7280 Vardas7280 8 1 3 8 1 2
Pavarde7281 Vardas7281 4 4 1 2 1 2
Pavarde7282 Vardas7282 1 9 3 1 7 3
Pavarde7283 Vardas7283 7 4 5 5 4 6
Pavarde7284 Vardas7284 6 9 7 6 4 2
Pavarde7285 Vardas7285 10 3 9 8 9 2
Pavarde7286 Vardas7286 2 7 10 6 2 9
Pavarde7287 Vardas7287 4 4 1 2 3 4
Pavarde7288 Vardas7288 8 7 10 5 3 6
Pavarde7289 Vardas7289 2 8 9 9 3 10
Pavarde7290 Vardas7290 3 5 8 10 1 4
Pavarde7291 Vardas7291 8 5 6 3 10 10
Pavarde7292 Vardas7292 1 7 8 9 7 8
Pavarde7293 Vardas7293 10 2 4 1 9 7
Pavarde7294 Vardas7294 6 5 1 3 7 4
Pavarde7295 Vardas7295 8 8 6 3 6 10
Pavarde7296 Vardas7296 4 10 1 5 8 7
Pavarde7297 Vardas7297 9 9 8 1 5 7
Pavarde7298 Vardas7298 5 4 3 8 10 1
Pavarde7299 Vardas7299 4 9 7 4 7 7
Pavarde7300 Vardas7300 5 3 5 4 9 3
Pavarde7301 Vardas7301 3 2 6 4 2 6
Pavarde7302 Vardas7302 10 1 9 8 4 10
Pavarde7303 Vardas7303 5 7 9 9 3 4
Pavarde7304 Vardas7304 7 7 9 3 1 7
Pavarde7305 Vardas7305 10 6 2 5 8 7
Pavarde7306 Vardas7306 7 6 3 9 9 8
Pavarde7307 Vardas7307 1 3 4 2 2 7
Pavarde7308 Vardas7308 10 10 6 10 2 6
Pavarde7309 Vardas7309 10 7 9 4 1 4
Pavarde7310 Vardas7310 8 9 9 9 10 7
